id	source	translation
97	楊內翰繪云：“莊遵以《易》傳揚雄，雄傳侯芭，自芭而下，世不絕傳，至沛周郯，郯傳樂安任奉古，奉古傳廣凱，凱傳繪。”	楊 楊 繪 繪 説 ： 莊 遵 以 《 易 》 傳 授 揚 雄 ， 揚 雄 傳 授 侯 芭 ， 自 曹 芭 以 下 ， 世 代 不 絶 傳 ， 到 沛 周 ， 傳 樂 安 任 奉 古 ， 奉 古 傳 廣 凱 ， 楊 凱 傳 楊 繪 。
98	所著《索蘊》，乃其學也。	他 所 著 的 《 索 蘊 》 ， 就 是 他 的 學 問 。
99	張某公以御史為執政，包孝肅公代之，建言：“台官不遷二府，無所幸望，則盡言矣。”	張 某 公 以 御 史 任 執 政 ， 包 孝 肅 公 代 替 他 ， 建 議 説 ： 臺 官 不 升 遷 二 府 ， 無 所 希 望 ， 就 盡 言 了 。
100	張文定公方平為三司使，孝肅極言其失，遂罷歸院。	張 文 定 公 平 任 三 司 使 ， 孝 肅 極 力 陳 述 他 的 過 失 ， 於 是 罷 歸 院 。
101	宋景文公代為使，文定亦為上言：“故事：執政用三司使、知開封府與御史中丞耳。	宋 景 文 公 代 任 使 者 ， 文 定 也 爲 他 上 奏 説 ： 按 照 舊 例 ： 執 政 使 用 三 司 使 、 知 開 封 府 與 御 史 中 丞 罷 了 。
102	包拯自府入台，又言臺官不為執政，所可假以進者，惟三司爾。	包 包 拯 從 府 中 入 朝 ， 又 説 臺 官 不 被 執 政 大 臣 任 用 ， 所 以 可 以 藉 以 進 用 的 ， 祇 有 三 司 罷 了 。
103	極力攻臣，冀得其處。	竭 力 攻 打 臣 ， 希 望 得 到 其 地 。
104	而用宋祁，其勢必復攻祁，不遂與之，則三司使無其人矣！”孝肅逐景文公而代之，遂遷西府。	而 任 用 宋 祁 ， 其 勢 必 定 再 次 攻 打 趙 祁 ， 如 果 不 給 他 ， 那 麽 三 司 使 没 有 人 才 了 ！ 孝 肅 驅 逐 景 文 公 而 代 替 他 ， 於 是 升 任 爲 西 府 。
105	孫文節公抃自西府遷右省，御史韓縝言其不可，仁宗曰：“御史謂誰可參知政事者？”韓素不經意，卒然對曰：“包拯可。”	孫 文 節 公 從 西 府 升 任 右 省 ， 御 史 韓 縝 上 言 他 不 可 ， 仁 宗 説 ： 御 史 認 爲 誰 可 以 參 知 政 事 的 人? 孫 韓 素 不 經 意 ， 終 於 回 答 説 : 包 拯 可 以 。
106	仁宗熟視而笑曰：“包拯非昔之包拯矣！”	仁 宗 熟 視 後 笑 着 説 ： 包 拯 不 是 過 去 的 包 拯 了 ！
107	延帥闕，李誠之以幕府行使事。	延 帥 缺 員 ， 李 誠 之 以 幕 府 行 使 職 事 。
108	夏國宥州牒保安軍，“故事：歲賜盡明年六月乃畢，緩不及事，請以歲終為限。”	夏 國 宥 州 牒 保 安 軍 ， 舊 例 ： 每 年 賞 賜 到 明 年 六 月 纔 完 畢 ， 拖 延 不 及 事 情 ， 請 以 年 終 爲 限 。
109	幕府以聞，樞密院牒草報如約，李易其草報如故事。	幕 府 上 報 ， 樞 密 院 牒 文 草 擬 如 同 約 定 ， 李 易 之 草 擬 的 文 書 如 同 舊 例 。
110	遂上奏曰：“夷狄之欲無厭，許之不足為恩，而長其貪，且示之弱，而人不堪其轉輸之勞矣。”	於 是 上 奏 説 ： 夷 狄 的 欲 望 無 限 ， 答 應 了 他 們 不 足 以 爲 恩 ， 而 長 久 地 貪 圖 他 們 的 貪 婪 ， 而 且 表 示 他 們 弱 小 ， 而 人 們 不 堪 受 他 們 轉 運 的 辛 勞 。
111	樞密使夏竦劾李擅改制書，遣吏部郎訊，李曰：“改保安軍碟，非制書也。”	樞 密 使 夏 彈 劾 李 李 擅 改 制 書 ， 派 吏 部 郎 中 審 訊 ， 李 説 ： 改 保 安 軍 ， 不 是 制 書 。
112	竦不能屈，虜亦不敢復請。	不 能 屈 服 ， 敵 人 也 不 敢 再 請 求 。
113	某公惡韓、富、範三公，欲廢之而不能。	某 公 厭 惡 韓 、 富 、 範 三 公 ， 想 廢 黜 他 們 。
114	軍興，以韓、范為西帥，遣富使北，名用仇而實閒之。	軍 隊 興 起 ， 任 命 韓 、 范 爲 西 帥 ， 派 韓 富 出 使 北 方 ， 名 爲 仇 敵 而 實 際 上 是 因 爲 仇 人 而 間 隙 。
115	又不克軍罷而請老，盡用三公及宋莒公、夏英公于二府，皆其仇也。	又 不 能 取 勝 而 請 求 退 休 ， 又 把 三 公 和 宋 莒 公 、 夏 英 公 ， 都 是 他 們 的 仇 恨 。
116	又以其黨賈文元公、陳恭公間焉，猶欲因以傾之。	又 因 爲 他 的 同 黨 賈 文 元 公 、 陳 恭 公 猜 忌 他 ， 還 想 藉 此 來 傾 軋 他 。
117	譽范、富皆王佐，可致太平，於是天子再賜手詔，又開天章閣，而命之坐，出紙筆使疏時政所當因革，諸公皆推范、富，乃請退而具草。	贊 曰 范 范 、 富 弼 都 是 王 佐 ， 可 以 招 致 太 平 ， 於 是 天 子 再 次 賜 給 他 手 詔 ， 而 命 令 他 坐 在 天 章 閣 ， 拿 出 紙 筆 讓 他 疏 述 時 政 應 當 革 除 的 弊 端 ， 衆 公 都 推 辭 退 休 。
118	使二宦者更往督之，且命領西北邊事。	派 兩 位 宦 官 再 次 前 去 督 察 ， 并 且 命 令 他 統 領 西 北 邊 境 事 務 。
119	既而各條上十數事，而易監司、按群吏、罷磨勘、減任子，眾不利而謗興。	隨 後 各 條 上 奏 十 幾 件 事 ， 而 改 换 監 司 、 按 察 官 、 罷 免 磨 勘 、 减 少 任 子 ， 衆 人 不 利 而 誹 謗 興 起 。
120	又使范公日獻二事以困之，而請城京師，人始笑之。	又 派 范 公 每 天 進 獻 兩 件 事 來 困 擾 他 ， 而 請 求 在 京 城 築 城 ， 人 們 開 始 笑 他 。
121	初，某公每求退以俟主意，常未厭而去，故能三入，及老，大事猶間。	當 初 ， 某 公 常 請 求 退 休 以 等 待 主 上 ， 常 常 厭 倦 而 離 去 ， 所 以 能 够 三 次 入 朝 ， 等 到 年 老 ， 大 事 還 在 。
122	西北相攻，請出大臣行三邊。	西 北 相 互 攻 打 ， 請 求 派 出 大 臣 巡 視 三 邊 。
123	於是范公使河東、陝西，富公使河北。	於 是 范 公 出 使 河 東 、 陝 西 ， 富 公 岀 使 河 北 。
124	初，某既建議，乃數出道者院宿焉，范公既奉使，宿道者院而某在焉。	當 初 ， 某 已 經 建 議 ， 於 是 多 次 出 使 道 者 院 住 宿 ， 范 公 既 奉 命 出 使 ， 住 在 道 士 院 而 某 在 。
125	賓退，使人致問，范公往見之，某佯曰：“參政求去邪？”范公以對，某曰：“大臣豈可一日去君側，去則不復還矣！今萬里奉使，故疑求去耳。”	賓 退 下 ， 派 人 致 問 ， 范 公 前 去 拜 見 他 ， 范 某 假 裝 説 ： 參 知 政 事 請 求 離 去 嗎? 范 公 回 答 回 答 ， 趙 某 説 : 大 臣 怎 麽 能 一 天 離 開 君 主 ， 離 去 就 不 再 回 去 了 ！ 如 今 萬 里 奉 命 出 使 ， 所 以 懷 疑 請 求 罷 去 。
126	范公私笑之。	范 公 私 下 譏 笑 他 。
127	久而覺報緩而請不獲，召堂吏而問曰：“吾為西帥，每奏即下，而請輒得。	過 了 很 久 纔 報 告 遲 緩 而 請 求 没 有 得 到 ， 召 見 堂 吏 詢 問 説 ： 我 任 西 帥 ， 每 次 奏 報 就 下 達 ， 而 請 示 就 得 到 了 。
128	今以執政奉使，而請報不迨，何也？”曰：“某別置可專行鄜、延事，故速而必得耳。”	如 今 以 執 政 大 臣 奉 命 出 使 ， 而 請 求 回 報 不 及 ， 爲 什 麽 呢? 説 ： 某 另 外 設 置 專 管 、 延 州 事 務 ， 所 以 迅 速 而 一 定 要 得 到 。
129	范公始以前言為然，乃請守邊矣。	范 公 開 始 認 爲 以 前 的 説 法 爲 然 ， 於 是 請 求 守 邊 。
130	而富公亦不還，韓又罷去，而賈、陳相矣。	而 富 公 也 不 回 去 ， 韓 韓 又 罷 官 離 去 ， 而 賈 賈 、 陳 陳 相 繼 去 世 。
131	及某薨，范公自為祭文，歸重而自訟云。	到 某 年 去 世 ， 范 公 自 己 爲 他 作 祭 文 ， 歸 重 而 自 我 申 訴 。
132	蘇黃善書不懸手	蘇 黄 擅 長 書 法 不 用 手 腕 懸 挂 。
133	蘇、黃兩公皆善書，皆不能懸手。	蘇 、 黄 兩 公 都 擅 長 書 法 ， 都 不 能 運 筆 。
134	逸少非好鵝，效其宛頸爾，正謂懸手轉腕。	逸 少 不 喜 歡 鵝 ， 祇 是 仿 效 他 的 頸 頸 而 已 ， 正 是 説 懸 手 轉 腕 。
135	而蘇公論書，以手抵案使腕不動為法，此其異也。	而 蘇 公 論 書 ， 以 手 抵 案 使 腕 不 動 爲 法 ， 這 是 其 不 同 的 。
136	善書不擇紙筆，妙在心手，不在物也。	善 善 書 不 擇 紙 筆 ， 妙 在 於 心 手 ， 不 在 於 物 。
137	古之至人，耳目更用，惟心而已。	古 代 至 人 ， 耳 目 再 用 ， 祇 有 心 而 已 。
138	王屋天壇，道書云黃帝禮天處也。	王 屋 天 壇 ， 道 書 説 是 黄 帝 禮 儀 的 地 方 。
139	壇之方隅陳八玉鏡，而儒者疑焉。	壇 的 方 向 陳 列 八 玉 鏡 ， 而 儒 者 懷 疑 。
140	元豐中，有登天壇得方玉如鏡，濮陽杜毅主王屋簿，親見之云。	元 豐 年 間 ， 有 人 登 上 天 壇 得 到 一 塊 方 圓 的 玉 像 ， 濮 陽 杜 毅 主 管 王 屋 簿 ， 親 自 見 到 他 。
141	餘與貴人語，偶當其心，明日使人來求異書。	其 餘 與 貴 人 交 談 ， 偶 然 符 合 他 的 心 意 ， 第 二 天 派 人 來 求 奇 書 。
142	士不知有自智，專謂出於卷冊之間，良可悲也。	士 人 不 知 有 自 己 的 智 慧 ， 專 門 認 爲 是 出 自 書 册 之 間 ， 實 在 是 可 悲 。
143	張長史見擔夫爭道而得筆法，觀曹將軍舞劍又得其神，物豈能與人巧，乃自悟之因爾。	張 長 史 見 到 擔 夫 争 道 而 得 到 筆 法 ， 看 到 曹 將 軍 舞 劍 又 得 到 其 神 妙 ， 物 品 難 道 能 與 人 巧 妙 ， 祇 是 自 我 悟 悟 的 緣 故 。
144	胡人獵而不漁，熙寧中，官軍復熙河，洮水之魚浮，取之如拾，久而魚潛。	胡 人 打 獵 而 不 捕 魚 ， 熙 寧 年 間 ， 官 軍 收 復 熙 河 ， 洮 水 的 魚 浮 出 ， 取 來 如 同 拾 取 ， 很 久 以 後 魚 潜 出 。
145	治世可俯鳥巢，惟不暴爾。	治 世 可 以 俯 視 鳥 巢 ， 祇 是 不 暴 露 。
146	至人入鳥獸不亂群，行之著也。	至 人 進 入 鳥 獸 不 混 亂 群 類 ， 行 爲 最 好 。
147	龍圖燕學士肅悟木理，造指南車不成，出見車馳門動而得其法。	龍 圖 學 士 肅 明 懂 得 木 理 ， 製 造 指 南 車 没 有 成 功 ， 出 來 見 到 車 奔 門 而 動 就 得 到 了 他 的 方 法 。
148	蜀人王晃，為舉子《詩》義“左之右之，君子宜之”而悟針法。	蜀 蜀 人 王 晃 ， 爲 舉 子 解 釋 《 詩 經 》 左 之 右 ， 君 子 宜 之 ， 因 此 悟 得 針 法 。
149	規矩可得其法，不可得其巧，舍規矩則無所求其巧矣。	規 矩 可 以 得 到 其 法 ， 不 能 得 到 它 的 巧 妙 ， 捨 棄 規 矩 就 無 法 尋 求 巧 妙 了 。
150	法在人。	法 令 在 於 人 。
151	故必學。	所 以 一 定 要 學 習 。
152	巧在己，故必悟。	巧 妙 在 於 自 己 ， 所 以 一 定 會 悟 悟 。
153	今人學書而擬其點畫，已失其法，況其巧乎？	如 今 人 學 書 而 仿 效 他 的 點 點 ， 已 失 去 了 它 的 法 度 ， 何 况 其 巧 妙 呢?
154	寇昌齡嗜硯墨得名，晚居徐，守問之，曰：“墨貴黑，硯貴發墨。”	寇 昌 齡 嗜 好 硯 墨 得 名 ， 晚 年 居 住 徐 州 ， 知 州 問 他 ， 硯 貴 於 發 墨 。
155	守不解，以為輕己。	守 節 不 解 ， 認 爲 他 輕 視 自 己 。
156	嗟乎，世士可與語邪？	嗟 嘆 ， 世 上 士 人 可 以 與 他 談 話 嗎?
157	歐陽公像，公家與蘇眉山皆有之，而各自是也。	歐 陽 公 的 畫 像 ， 公 家 和 蘇 眉 山 都 有 ， 但 各 自 是 這 樣 的 。
158	蓋蘇本韻勝而失形，家本形似而失韻，夫形而不韻，乃所畫影爾，非傳神也。	大 概 蘇 本 來 韵 勝 而 失 去 形 狀 ， 家 本 本 形 似 形 狀 却 失 去 韵 韵 ， 形 狀 形 狀 而 不 够 韻 韵 ， 這 就 是 所 謂 所 畫 的 影 子 ， 不 是 傳 神 的 。
159	唐令：民年二十為丁，其下為推。	唐 代 令 ： 民 年 二 十 爲 一 丁 ， 下 等 爲 推 。
160	宋次道曰：“推者，椎也，避高宗諱，闕而為推也。	宋 次 道 説 ： 推 推 ， 是 椎 ， 避 高 宗 諱 ， 闕 而 爲 推 。
161	縉叔曰：“推者，椎也，獨髻為椎，傳者誤爾。”	叔 叔 説 ： 推 推 ， 就 是 椎 ， 祇 有 髻 爲 椎 ， 傳 説 的 是 錯 了 。
162	蓋唐人不諱嫌，梁氏之父茂，始以戊為武，溫嗜殺，人畏之，并諱其嫌耳。	大 概 唐 人 不 諱 嫌 嫌 ， 梁 氏 的 父 親 李 茂 ， 開 始 以 李 戊 爲 武 將 ， 李 温 喜 歡 殺 人 ， 人 們 害 怕 他 們 ， 都 是 爲 了 避 嫌 而 已 。
163	夫人少而分髻，長則合而未冠，今人猶然。	夫 人 年 輕 時 分 開 髮 髻 ， 長 大 就 合 攏 而 没 有 加 冠 ， 如 今 人 還 是 如 此 。
164	縉叔是也。	叔 叔 就 是 他 的 父 親 。
165	王太初論為室當戶牖疏達	王 太 初 論 説 爲 室 應 當 户 窗 疏 達 疏 達 。
166	道士王太初，受天心法治鬼神，有功于人。	道 士 王 太 初 ， 受 天 心 法 治 鬼 神 ， 有 功 於 人 。
167	嘗謂為室當使戶牖疏達，若四壁隱密，終為鬼所據耳。	曾 説 作 室 應 當 使 户 窗 疏 通 ， 如 果 四 壁 隱 密 ， 終 究 會 被 鬼 神 占 據 。
168	唐魏鄭公、狄梁公、張燕公墓棘直而不歧，世以為異。	唐 魏 鄭 公 、 狄 梁 公 、 張 燕 公 墓 的 荆 棘 直 徑 而 不 分 ， 世 人 認 爲 很 奇 異 。
169	而孔林無積棘也。	而 孔 林 没 有 積 棘 。
170	秦少游有李廷圭墨半丸，不為文理，質如金石，潘谷見之而拜曰：“真李氏故物也，我生再見矣！王四學士有之，與此為二也。”	秦 少 游 有 李 廷 圭 墨 丸 一 塊 ， 不 是 文 理 ， 質 實 如 同 金 石 ， 潘 谷 見 到 後 拜 下 拜 説 ： 真 是 李 氏 舊 物 ， 我 生 了 兩 次 了 ！ 王 四 學 士 中 有 ， 與 此 相 同 。
171	墨乃平甫之所寶，谷所見者，其子游以遺少游也。	墨 本 是 王 平 甫 所 寶 藏 的 ， 王 谷 所 看 到 的 ， 是 他 的 兒 子 王 游 把 他 送 給 少 游 。
172	又有張遇墨一團，面為盤龍，鱗鬣悉具，其妙如畫，其背皆有“張遇麝香”四字。	又 有 張 遇 墨 一 團 ， 面 面 爲 盤 龍 ， 鱗 紋 鱗 紋 全 部 完 備 ， 其 妙 處 如 同 畫 ， 其 背 都 有 張 遇 麝 香 四 個 字 。
173	潘墨之龍，略有大都耳，亦妍妙，有紋如盤絲，二物世未有也。	潘 墨 的 龍 ， 大 致 有 大 都 一 般 ， 也 很 精 妙 ， 有 紋 紋 如 盤 絲 ， 兩 種 物 品 世 代 没 有 。
174	語曰：“良玉不琢。”	有 諺 語 説 ： 良 玉 不 琢 。
175	謂其不借美于外也。	這 是 説 他 不 借 助 於 外 面 。
176	張其後乎。	張 大 其 後 代 。
177	供備使李唐卿，嘉祐中以書待詔者也，喜墨，嘗謂餘曰：“和墨用麝欲其香，有損于墨，而竟亦不能香也。	供 供 使 李 唐 卿 ， 是 嘉 祐 年 間 以 書 待 詔 的 人 ， 喜 好 墨 ， 曾 對 李 餘 説 ： 和 墨 使 用 麝 香 想 要 香 ， 有 損 於 墨 ， 但 最 終 也 不 能 香 。
178	不若並藏以熏之。”	不 如 一 起 收 藏 而 熏 烤 。
179	潘谷之墨，香徹肌骨，磨研至盡而香不衰。	潘 潘 谷 的 墨 ， 香 透 肌 骨 ， 磨 研 研 研 完 後 ， 香 味 不 减 。
180	陳惟進之墨，一篋十年，而麝氣不入，但自作松香耳。	陳 惟 進 的 墨 ， 十 年 十 年 ， 麝 氣 不 能 進 入 ， 祇 是 自 己 製 作 松 香 罷 了 。
181	蓋陳墨膚理堅密，不受外熏，潘墨外雖美而中疏爾。	大 概 陳 墨 膚 理 堅 固 堅 固 ， 不 受 外 面 熏 烤 ， 潘 墨 外 雖 然 美 而 中 心 却 疏 疏 疏 密 。
182	南唐於饒置墨務，歙置硯務，揚置紙務，各有官，歲貢有數。	南 唐 在 饒 州 設 墨 務 ， 歙 設 硯 務 ， 揚 州 設 紙 務 ， 各 有 官 員 ， 每 年 進 貢 有 數 。
183	求墨工於海東，紙工於蜀，中主好蜀紙，既得蜀工，使行境內，而六合之水與蜀同。	求 墨 工 到 海 東 ， 紙 工 到 蜀 地 ， 中 原 君 主 喜 好 蜀 紙 ， 既 得 蜀 地 的 工 匠 ， 就 讓 他 們 到 境 内 巡 視 ， 而 六 合 之 水 與 蜀 地 相 同 。
184	李本奚氏，以幸賜國姓，世為墨官云。	李 李 本 來 是 奚 氏 ， 因 爲 皇 帝 賜 給 國 姓 ， 世 代 做 墨 官 。
185	唐之問，質肅公之子，有墨曰“饒州供進墨務官李仲宣造”，世莫知其何。	唐 之 問 ， 是 質 肅 公 的 兒 子 ， 有 墨 稱 饒 州 供 進 墨 務 官 李 仲 宣 製 作 ， 世 人 不 知 他 是 什 麽 。
186	子頗有家法，以遺黃魯直。	兒 子 很 有 家 法 ， 把 它 送 給 黄 魯 直 。
187	魯直以謂不迨孫氏所有。	魯 直 認 爲 不 如 孫 氏 所 有 。
188	而予謂過之。	而 我 認 爲 超 過 了 他 。
189	陳留孫待制家有墨半錠，號稱廷珪，但色重爾，非古製也。	陳 留 孫 待 制 家 中 有 墨 一 半 ， 號 稱 廷 珪 ， 祇 是 顔 色 重 視 ， 不 是 古 代 的 製 作 。
190	蔡新州確、黃大夫好謙為陳諸生，聞楊山人之善相人也，過使相之，曰：“蔡君宰相也，似丁晉公，然丁還而君死也。	蔡 新 州 確 、 黄 大 夫 好 謙 是 陳 諸 生 ， 聽 説 楊 山 人 善 於 選 人 ， 派 使 者 去 看 他 ， 説 ： 蔡 君 是 宰 相 ， 像 丁 晋 公 ， 然 而 丁 回 就 死 了 。
191	黃君一散郎爾，然家口四十，則蔡貶矣。”	黄 君 是 散 郎 罷 了 ， 然 而 家 人 有 四 十 人 ， 就 是 蔡 京 被 貶 了 。
192	元豐末，蔡為相，黃由尚書郎出為蔡州，過蔡而別，問其家，曰：“四十口矣。”	元 豐 末 年 ， 蔡 州 任 宰 相 ， 黄 黄 由 尚 書 郎 出 任 蔡 州 知 州 ， 經 過 蔡 州 而 去 ， 詢 問 他 的 家 人 ， 説 ： 四 十 口 了 。
193	蔡大駭曰：“楊生之言驗矣！”其後有新州之禍。	蔡 邕 大 驚 地 説 ： 楊 生 的 話 驗 證 了 ！ 以 後 有 新 州 的 禍 患 。
194	外大父穎公，初為黃州參軍，事夏英公。	外 祖 父 名 穎 公 ， 最 初 任 黄 州 參 軍 ， 事 奉 夏 英 公 。
195	公喜相人，謂穎公曰：“吾使相爾，而君真相也。”	公 喜 歡 看 相 人 ， 對 穎 公 説 ： 我 派 人 去 做 宰 相 ， 而 您 真 是 宰 相 。
