id	source	translation
97	楊內翰繪云：“莊遵以《易》傳揚雄，雄傳侯芭，自芭而下，世不絕傳，至沛周郯，郯傳樂安任奉古，奉古傳廣凱，凱傳繪。”	Yang Ci heard of the prophecy, and he appointed Yang Ci as Attendant Officer. Yang Ci of Yangping as Chief Clerk in the Palace of Prolonged Joy, and Yang Xiu of Nanyang, a man from Chenliu, were both given posthumous positions as Attendants in the palace. As a result, Yang Ci was made Marquis of Kuaiji, and Duan Jiong of Hanyang was appointed a Palace Attendant. He was able to arrange for the marriage of Guan Ba and Yin Xun to be the wife of a marquis. He arranged for marriage between the two men, and in the middle of it, he arranged for them to have a separate chamber of his own, with separate bed-side and a separate bed.He arranged for [the dowager to wear a purple ribbon as a means to distinguish himself from those who had held office in the past, but the
98	所著《索蘊》，乃其學也。	"""There are scholars who are talented and unusual in scholarship, and there are also scholars such as Zhang Miao of Hanyang, who discuss the classics."
99	張某公以御史為執政，包孝肅公代之，建言：“台官不遷二府，無所幸望，則盡言矣。”	"""The Excellency of Works Zhang Jue has always respected the authority and authority of the excellencies, and since he came from Filial and Incorrupt [Yan] he has always been careful to avoid the pitfalls of the eunuchs. I have heard that since the beginning of the reign [of the reign of Emperor Wu], there have been no instances where there has been proper procedures or proper procedures."
100	張文定公方平為三司使，孝肅極言其失，遂罷歸院。	Zhang Wen of Chenliu sent his Excellency over the Masses to make peace between the Xianbi and the Wuhuan. So the emperor returned to his home territory, and everything was settled.
101	宋景文公代為使，文定亦為上言：“故事：執政用三司使、知開封府與御史中丞耳。	"""In former times, the Minister of Finance Wen Song was Director of Retainers, and the Excellency of Works [of the Imperial Secretariat Sima Huan of] Hejian.He sent in reports to the Three Excellencies and the Director of the Secretariat [of Retainers] to explain the facts, and they should note the importance of the three posts [which were] given the same weight as the three excellencies]."
102	包拯自府入台，又言臺官不為執政，所可假以進者，惟三司爾。	The office of the General-in-Chief has always been strict and strict, and the offices of the Three Excellencies have not been permitted to transfer officials from their offices to their offices. Unless the eunuchs hear about it, they will certainly become more suspicious of you, and they will become more confused and confused.
103	極力攻臣，冀得其處。	"""I have received your orders to attack Ji city, but I have not received the proper authority."
104	而用宋祁，其勢必復攻祁，不遂與之，則三司使無其人矣！”孝肅逐景文公而代之，遂遷西府。	"The rebel Qiang rebelled, and Guo Yuan sent in a memorial, saying, ""It is only natural that I should seek refuge in the Three Adjuncts. If I had stayed in Hongnong, then even if I had kept my head under the saddle, I would still have known that I was doomed to disaster, and that was the way the Three Excellencies would have made their decision."
105	孫文節公抃自西府遷右省，御史韓縝言其不可，仁宗曰：“御史謂誰可參知政事者？”韓素不經意，卒然對曰：“包拯可。”	"The Gentleman of the Palace Dou Wu of WEI was a man from the western suburbs of the capital. He wrote to Cao Cao: ""Cao Jie [Cao Cao] is a descendant of the Excellencies of the empire, and his writings have not been easy to read. He is not a man of mean spirit, and he will certainly not be able to fulfil his responsibilities as a Senior Clerk. He will certainly be ashamed to serve in his administration, and will be ashamed if he holds office as a Deputy Director of the Secretariat. If he does not succeed in his career, he will be regarded as a lesser scholar. If you allow him to succeed, you will be denyinghim proper respect, and you will have no right to act as a chief clerical officer. He [Yuan Shao] is an ancients of the Xiongnu, but he is ignorant of the texts of the canon of the"
106	仁宗熟視而笑曰：“包拯非昔之包拯矣！”	"Cao Cao said to his father, ""CaoCao's power has reached its end, and his power will certainly be broken."
107	延帥闕，李誠之以幕府行使事。	Li Yan was going to send a messenger to Li Fu to make peace with Chen Fan. Because he was old and feeble, however, he refused to allow him to proceed.
108	夏國宥州牒保安軍，“故事：歲賜盡明年六月乃畢，緩不及事，請以歲終為限。”	In the spring, in the sixth month the Protector of the Xiongnu Qian Qian of Qing province was named Grand Tutor. He was fourteen years old, and his achievements and achievements were comparable to the achievements of Emperor Huan himself. In the end, however, it was only because of age and age that he was able to retire to his own home country.
109	幕府以聞，樞密院牒草報如約，李易其草報如故事。	"""I have heard it said that when a man of poor family came to the court he should share his punishment as a means to justify his crimes, and that in the same way he should display his humanity and humanity."
110	遂上奏曰：“夷狄之欲無厭，許之不足為恩，而長其貪，且示之弱，而人不堪其轉輸之勞矣。”	"Cao Cao sent in a memorial to justify himself, saying, ""It is because of the misfortunes that favour favour favouritism, and the favour shown by the Duke of Zhou [Liu Bei] by the ruler of Zhou], that men of powerful families have come to expect favour from them. It is because they want to favour the ruler, not because they are concerned for their own interests, and so they seek to usurp power from the ruler. They abuse the power of the state to give advantage to their favourites, and they abuse it with cruelty and cruelty. They are cruel and cruel, cruel and vindictive. They encourage men of mean spirit, but they seek only to gain advantage from other men's good intentions. They love favour and seek to favour favour,and they abuse their power to usurpavelvelessess. They seek to deceive and deceive the ruler by deceit and deceit, and it is not because"
